Date,Open,High,Low,Close,Adj Close,Volume
2021-07-02,3569.889893,3569.889893,3514.340088,3518.760010,3518.760010,291900
2021-07-05,3516.919922,3534.320068,3510.580078,3534.320068,3534.320068,288100
2021-07-06,3533.129883,3538.350098,3496.929932,3530.260010,3530.260010,314100
2021-07-07,3508.590088,3557.879883,3504.469971,3553.719971,3553.719971,318800
2021-07-08,3557.219971,3558.679932,3521.060059,3525.500000,3525.500000,350900
2021-07-09,3512.229980,3529.310059,3485.050049,3524.090088,3524.090088,349900
2021-07-12,3545.199951,3565.030029,3527.389893,3547.840088,3547.840088,403600
2021-07-13,3547.590088,3567.479980,3542.820068,3566.520020,3566.520020,362400
2021-07-14,3560.830078,3560.830078,3525.489990,3528.500000,3528.500000,372200
2021-07-15,3519.060059,3565.929932,3514.260010,3564.590088,3564.590088,363300
2021-07-16,3559.530029,3566.000000,3537.729980,3539.300049,3539.300049,366000
2021-07-19,3530.489990,3544.879883,3506.340088,3539.120117,3539.120117,336800
2021-07-20,3515.070068,3538.639893,3509.189941,3536.790039,3536.790039,293800
2021-07-21,3543.052979,3569.090088,3543.052979,3562.660889,3562.660889,339000
2021-07-22,3563.660889,3576.472900,3558.292969,3574.733887,3574.733887,381100
2021-07-23,3571.719971,3571.850098,3541.510010,3550.399902,3550.399902,446400
2021-07-26,3538.013916,3538.013916,3424.741943,3467.439941,3467.439941,442900
2021-07-27,3467.447021,3483.874023,3380.275879,3381.179932,3381.179932,469100
2021-07-28,3355.820068,3385.540039,3312.719971,3361.590088,3361.590088,395800
2021-07-29,3403.840088,3416.610107,3382.570068,3411.719971,3411.719971,344600
2021-07-30,3398.199951,3404.879883,3370.449951,3397.360107,3397.360107,381400
2021-08-02,3385.689941,3464.290039,3367.639893,3464.290039,3464.290039,432900
2021-08-03,3446.780029,3470.659912,3435.459961,3447.989990,3447.989990,400700
2021-08-04,3442.939941,3477.600098,3440.780029,3477.219971,3477.219971,348700
2021-08-05,3461.719971,3486.159912,3449.389893,3466.550049,3466.550049,348400
2021-08-06,3465.479980,3466.389893,3436.929932,3458.229980,3458.229980,336800
2021-08-09,3441.750000,3502.840088,3438.699951,3494.629883,3494.629883,349900
2021-08-10,3488.659912,3529.929932,3477.060059,3529.929932,3529.929932,345100
2021-08-11,3527.110107,3544.090088,3524.040039,3532.620117,3532.620117,383800
2021-08-12,3522.719971,3538.399902,3513.449951,3524.739990,3524.739990,381100
2021-08-13,3514.469971,3540.080078,3500.800049,3516.300049,3516.300049,378200
2021-08-16,3514.340088,3537.850098,3510.899902,3517.340088,3517.340088,391100
2021-08-17,3512.108887,3531.725098,3438.123047,3446.976074,3446.976074,422900
2021-08-18,3442.346924,3487.436035,3437.690918,3485.285889,3485.285889,389200
2021-08-19,3475.298096,3480.459961,3446.014893,3465.554932,3465.554932,382400
2021-08-20,3442.506104,3453.153076,3394.971924,3427.333984,3427.333984,391100
2021-08-23,3436.800049,3481.250000,3436.669922,3477.129883,3477.129883,384700
2021-08-24,3482.266113,3522.697021,3481.141113,3514.470947,3514.470947,430200
2021-08-25,3517.919922,3540.389893,3510.070068,3540.379883,3540.379883,450000
2021-08-26,3537.313965,3537.315918,3499.452881,3501.664063,3501.664063,502900
2021-08-27,3494.417969,3530.193115,3493.375000,3522.156982,3522.156982,455300
2021-08-30,3535.072998,3539.493896,3512.992920,3528.150879,3528.150879,512800
2021-08-31,3519.020020,3543.939941,3496.389893,3543.939941,3543.939941,524200
2021-09-01,3543.870117,3582.320068,3514.669922,3567.100098,3567.100098,667300
2021-09-02,3559.899902,3597.370117,3557.679932,3597.040039,3597.040039,572700
2021-09-03,3602.739990,3613.949951,3569.399902,3581.729980,3581.729980,614500
2021-09-06,3580.139893,3626.290039,3580.139893,3621.860107,3621.860107,521700
2021-09-07,3621.709961,3681.929932,3615.139893,3676.590088,3676.590088,547700
2021-09-08,3673.399902,3695.320068,3661.000000,3675.189941,3675.189941,586400
2021-09-09,3666.820068,3693.449951,3662.159912,3693.129883,3693.129883,604800
2021-09-10,3691.186035,3722.873047,3681.642090,3703.110107,3703.110107,635200
2021-09-13,3699.250000,3716.830078,3692.820068,3715.370117,3715.370117,557500
2021-09-14,3709.629883,3723.850098,3655.629883,3662.600098,3662.600098,565000
2021-09-15,3651.159912,3677.530029,3638.320068,3656.219971,3656.219971,475000
2021-09-16,3664.840088,3677.919922,3606.729980,3607.090088,3607.090088,546700
2021-09-17,3595.270020,3620.959961,3569.270020,3613.969971,3613.969971,516900
2021-09-22,3563.209961,3629.449951,3560.500000,3628.489990,3628.489990,472300
2021-09-23,3651.270020,3670.949951,3632.280029,3642.219971,3642.219971,535000
2021-09-24,3637.870117,3651.429932,3607.790039,3613.070068,3613.070068,507300
2021-09-27,3625.959961,3640.810059,3559.919922,3582.830078,3582.830078,510800
2021-09-28,3577.889893,3610.919922,3568.820068,3602.219971,3602.219971,444200
2021-09-29,3573.520020,3573.520020,3518.050049,3536.290039,3536.290039,452500
2021-09-30,3541.929932,3572.429932,3541.929932,3568.169922,3568.169922,395600
2021-10-08,3609.090088,3612.550049,3571.729980,3592.169922,3592.169922,407200
2021-10-11,3600.360107,3614.699951,3586.750000,3591.709961,3591.709961,394400
2021-10-12,3581.300049,3583.639893,3515.139893,3546.939941,3546.939941,405400
2021-10-13,3543.489990,3569.129883,3515.649902,3561.760010,3561.760010,325100
2021-10-14,3555.110107,3569.689941,3547.179932,3558.280029,3558.280029,295000
2021-10-15,3551.989990,3578.770020,3542.689941,3572.370117,3572.370117,320300
2021-10-18,3571.050049,3571.050049,3539.479980,3568.139893,3568.139893,341000
2021-10-19,3562.300049,3596.790039,3560.620117,3593.149902,3593.149902,334200
2021-10-20,3583.239990,3596.050049,3574.300049,3587.000000,3587.000000,344200
2021-10-21,3590.050049,3610.959961,3576.350098,3594.780029,3594.780029,352300
2021-10-22,3594.750000,3607.580078,3578.760010,3582.600098,3582.600098,353200
2021-10-25,3574.260010,3611.090088,3564.209961,3609.860107,3609.860107,321200
2021-10-26,3612.830078,3625.020020,3589.709961,3597.639893,3597.639893,337300
2021-10-27,3589.860107,3589.860107,3553.129883,3562.310059,3562.310059,350600
2021-10-28,3548.699951,3552.040039,3509.489990,3518.419922,3518.419922,378200
2021-10-29,3519.330078,3547.340088,3502.800049,3547.340088,3547.340088,358800
2021-11-01,3530.399902,3556.590088,3519.290039,3544.479980,3544.479980,382300
2021-11-02,3543.379883,3559.050049,3477.659912,3505.629883,3505.629883,417600
2021-11-03,3501.110107,3512.610107,3480.489990,3498.540039,3498.540039,306600
2021-11-04,3505.889893,3527.949951,3503.010010,3526.870117,3526.870117,319400
2021-11-05,3520.209961,3525.870117,3491.459961,3491.570068,3491.570068,354500
2021-11-08,3491.969971,3507.270020,3484.239990,3498.629883,3498.629883,298200
2021-11-09,3507.110107,3514.949951,3489.040039,3507.000000,3507.000000,287300
2021-11-10,3498.939941,3498.939941,3448.439941,3492.459961,3492.459961,307000
2021-11-11,3486.449951,3534.199951,3482.830078,3532.790039,3532.790039,322100
2021-11-12,3534.149902,3543.649902,3527.389893,3539.100098,3539.100098,308700
2021-11-15,3542.899902,3550.439941,3521.290039,3533.300049,3533.300049,313000
2021-11-16,3530.459961,3549.770020,3517.810059,3521.790039,3521.790039,310400
2021-11-17,3518.560059,3537.510010,3513.520020,3537.370117,3537.370117,276700
2021-11-18,3531.489990,3537.979980,3513.110107,3520.709961,3520.709961,312400
2021-11-19,3519.280029,3561.909912,3517.649902,3560.370117,3560.370117,318000
2021-11-22,3562.762939,3585.187988,3562.750977,3582.080078,3582.080078,330000
2021-11-23,3580.506104,3598.375000,3577.361084,3589.089111,3589.089111,360000
2021-11-24,3590.019043,3602.735107,3575.288086,3592.702881,3592.702881,336800
2021-11-25,3593.389893,3597.149902,3579.530029,3584.179932,3584.179932,306500
2021-11-26,3576.110107,3576.110107,3554.879883,3564.090088,3564.090088,301000
2021-11-29,3528.669922,3563.679932,3526.360107,3562.699951,3562.699951,333600
2021-11-30,3570.750000,3582.120117,3546.360107,3563.889893,3563.889893,349200
2021-12-01,3561.889893,3576.889893,3558.689941,3576.889893,3576.889893,329900
